Order ID,Order_Date,Order_Mode,Customer_ID,City,Postal_Code,Country,Region,Product_ID,Product_Name,Category,Segment,Sub_Category,Sales,Cost_Price,Quantity,Discount
EQV-950083,3/31/2024 0:00,In-Store,TW046151,Newton,IV1,Scotland,Scotland,01JZ3NR1VXZ3RN4MNGD0MCCTTM,Savory Rice Cakes,Food , Snacks,Savory Snacks,2.5,1,6,0.19
EQY-464888,12/30/2024 0:00,Online,FT074164,Edinburgh,EH9,Scotland,Scotland,01JZ3NR5XJK5CTEG8C6G9DN2CD,Chocolate Coconut Granola,Food , Cereals,Granola,4.79,1.516,10,0
EQZ-756269,1/5/2025 0:00,In-Store,RJ028775,Burnside,EH52,Scotland,Scotland,01JZ3NR8CPHANP4RTQ49H4PZYK,Organic Cereal Bars,Food , Snacks,Healthy Snacks,5.71,2.716,13,0.14
ERD-491322,3/20/2023 0:00,In-Store,QA056461,Milton,AB56,Scotland,Scotland,01JZ3N539XMW0BS59EBZWJ02A4,Vanilla Ice Cream,Food , Frozen Foods,Frozen Desserts,3.99,0.947,17,0.09
ERU-322413,1/20/2025 0:00,In-Store,RI085142,Newton,IV1,Scotland,Scotland,01JZ3N5AG043KH8W8QKRAZP4KE,Vegan Protein Powder,Health,Health,Fitness & Nutrition,34.99,10.497,9,0.37
ESK-225748,12/28/2023 0:00,Online,FD061951,Kirkton,KW10,Scotland,Scotland,01JZ3NR36YDQBH9Q4KNCSQDAQ5,Peanut Butter,Food , Condiments,Nut Butters,2.94,1.016,11,0.37
ESX-359738,9/17/2024 0:00,In-Store,MU091976,Milton,AB56,Scotland,Scotland,01JZ3NR3P3AKWVC8CX5YVND61Y,Classic Leather Wallet,Clothing , Accessories,Wallets,34.99,13.996,18,0.33
ESY-985607,6/14/2024 0:00,Online,QY014273,Tullich,AB55,Scotland,Scotland,01JZ3N57TBGQSP5XR85A043EZB,Garlic Parmesan Roasted Potatoes,Food , Sides,Vegetable Sides,3.99,1.197,19,0.4
ETC-518799,12/2/2024 0:00,Online,AF097977,Edinburgh,EH9,Scotland,Scotland,01JZ3N5AJEHRRWWV5Y58ZRDK5F,Sliced Bread,Food , Bakery,Breads,2.99,0.897,4,0.13
ETG-964489,1/8/2025 0:00,In-Store,CX085558,Glasgow,G4,Scotland,Scotland,01JZ3N5A7HJBNEA4S2FW522XRP,Chocolate Mint Cookies,Food , Baking,Cookies,2.29,0.687,10,0.3
ETH-807368,1/2/2025 0:00,Online,CN044542,Kirkton,KW10,Scotland,Scotland,01JZ3NR5HADY5RD8JJ6S96S9BH,Chia Seed Pudding Mix,Food , Breakfast,Healthy Breakfast Options,5.61,2.676,16,0.02
ETV-300940,7/31/2024 0:00,In-Store,TB024905,Burnside,EH52,Scotland,Scotland,01JZ3NCGYMZSYV4YHNG22P2P9R,Peach Mango Smoothie,Food , Beverages,Smoothies,3.49,1.047,14,0.39
EUQ-802879,12/5/2024 0:00,In-Store,LJ052052,Edinburgh,EH9,Scotland,Scotland,01JZ3NC7QA9CEK2JHG3V55JZ04,Glass Food Containers,Kitchen,Kitchen,Food Storage Solutions,34.99,10.497,9,0.16
EUS-336001,10/10/2024 0:00,In-Store,NN085761,Tullich,AB55,Scotland,Scotland,01JZ3N5BWKT2885YD27FB11138,Electric Heating Pad,Health,Health,Pain Relief & Therapy,20.99,6.297,10,0.26
EWP-369816,1/4/2025 0:00,Online,ZF096387,Edinburgh,EH9,Scotland,Scotland,01JZ3N59MRW22XNQ7NY70KAA5F,Basic V-Neck T-Shirt,Clothing , Tops,T-Shirts,19.99,5.997,15,0.02
EWZ-993415,11/6/2023 0:00,In-Store,VU020909,Edinburgh,EH9,Scotland,Scotland,01JZ3N5AE5P8NRK9B56MA4AZRB,LED Table Lamp,Home,Home,Lighting & Lamps,29.14,8.497,7,0.16
EXI-002763,3/13/2024 0:00,Online,OB060281,Milton,AB56,Scotland,Scotland,01JZ3NTFVS1MM3WVFAQCEZ72B3,Pasta (Linguine),Food , Pasta,Pasta,1.89,0.756,8,0.28
EYG-334514,4/3/2023 0:00,In-Store,HN089985,Glasgow,G4,Scotland,Scotland,01JZ3NR31D4W0HHFRPY9DKTQ6E,Electric Opener for Jars and Bottles,Kitchen,Kitchen,Kitchen Gadgets,24.14,9.496,12,0.11
EYV-158749,9/13/2024 0:00,Online,NL032516,Tullich,AB55,Scotland,Scotland,01JZ3NR70PXFAY6X8HY9ENFHBA,Cocktail Shaker Set,Kitchen,Kitchen,Barware,30.99,11.996,16,0.08
FAA-620643,10/16/2023 0:00,Online,ME073998,Edinburgh,EH9,Scotland,Scotland,01JZ3NR2B6SNZFBC6ZS4J4YV79,Luxury Yoga Mat,Fitness,Fitness,Yoga Equipment,39.14,15.496,9,0.2
FAC-732864,2/23/2023 0:00,In-Store,HH062390,Aberdeen,AB39,Scotland,Scotland,01JZ3N50Y58RTC8MEC22FQBXDA,Spinach and Cheese Stuffed Shells,Food , Frozen Meals,Frozen Pasta Dishes,4.99,1.247,3,0.21
FAM-836170,9/21/2023 0:00,In-Store,BF080088,Kinloch,PH43,Scotland,Scotland,01JZ3N510FN3A0P13P3QKA2A6N,Curried Lentil Salad,Food , Salads,Vegetarian Salads,3.29,0.737,14,0.13
FAY-934387,2/21/2023 0:00,Online,XW065274,Newton,IV1,Scotland,Scotland,01JZ3N56FX5TVY837RBH2BCYJ3,Electric Milk Frother,Kitchen,Kitchen,Beverage Appliances,18.99,5.447,3,0
FBB-086899,3/8/2025 0:00,In-Store,WU037718,Tullich,AB55,Scotland,Scotland,01JZ3NCGHQBSVC4FRGYKKB5KG4,Portable Speaker Stand,Audio,Audio,Audio Accessories,41.41,12.997,19,0.18
FBF-433849,1/16/2025 0:00,Online,EN019067,Burnside,EH52,Scotland,Scotland,01JZ3N58KX835WAJ7W8GGY7MYG,Compact Refrigerator,Home Appliances,Home Appliances,Refrigerators,199.99,59.997,15,0.04
FBL-813433,1/20/2024 0:00,Online,UO091520,Tullich,AB55,Scotland,Scotland,01JZ3N5BVHDW7MCDH2WSS3MM54,Peanut Butter Banana Smoothie,Food , Beverages,smoothies,3.99,1.197,6,0.06
FCI-358158,1/10/2024 0:00,Online,ZA078978,Kinloch,PH43,Scotland,Scotland,01JZ3NC8MHA570WN1YSZ1JN49P,Cinnamon Sugar Popcorn,Food , Snacks,Savory Snacks,2.89,0.867,12,0.22
FCQ-363040,12/10/2024 0:00,Online,JX052250,Glasgow,G4,Scotland,Scotland,01JZ3N57N7WDCH86T417JASWJ5,Mango Chili Salsa,Food , Condiments,Salsas,4.29,1.287,5,0.35
FCW-641034,4/19/2024 0:00,In-Store,FL023278,Kirkton,KW10,Scotland,Scotland,01JZ3NTDZW7NRC4PGPZQ7V3SKE,Personal Blender with Cups,Kitchen,Kitchen,Blenders & Juicers,35.99,13.996,15,0.12
FCX-183647,2/9/2023 0:00,In-Store,ZU040871,Newton,IV1,Scotland,Scotland,01JZ3N588VEBT87N46EEDWTDEZ,Organic Apples,Food , Produce,Fruits,1.04,0.067,7,0.04
FEA-616782,6/25/2023 0:00,In-Store,MN070519,Glasgow,G4,Scotland,Scotland,01JZ3N5BSZH2CVHMYAMDDGHZ1V,Pepperoni Pizza Rolls,Food , Snacks,Savory Snacks,6.99,2.097,12,0.32
FED-088389,9/24/2023 0:00,In-Store,QI072534,Glasgow,G4,Scotland,Scotland,01JZ3NC3ZXG9X04XBFMA87QHDF,Gluten-Free Brownies,Food , Baking,Gluten-Free Desserts,4.14,0.997,20,0.27
FFF-101944,4/23/2023 0:00,In-Store,QP093917,Edinburgh,EH9,Scotland,Scotland,01JZ3N50Q2YVHN18ADNX70G8GG,Peach & Mango Salsa,Food , Snacks,Salsas and Dips,3.49,0.797,15,0.06
FFG-573486,9/20/2023 0:00,Online,QR088578,Kinloch,PH43,Scotland,Scotland,01JZ3NR82GJ3WGQG2262SJT6MJ,Instant Camera,Photography,Photography,Digital Cameras,89.14,35.496,7,0.01
FFJ-602697,4/22/2023 0:00,In-Store,QE036054,Newton,IV1,Scotland,Scotland,01JZ3NC4WDJ7SHR4460Z6EXVN0,Sliced Olives,Food , Condiments,Olives,1.14,0.097,8,0.21
FFS-542199,2/16/2024 0:00,Online,UM016492,Milton,AB56,Scotland,Scotland,01JZ3NC48HYV7D1P94EW1WZ6D6,Mini Electric Kettle,Kitchen,Kitchen,Small Appliances,29.99,8.997,7,0.32
FGG-903765,8/28/2023 0:00,In-Store,MY031639,Glasgow,G4,Scotland,Scotland,01JZ3NTBGS7CADRDT1PH54PJ3N,Sculpting Kit,Art Supplies,Art Supplies,Sculpting Supplies,25.14,9.896,6,0.28
FGJ-863218,6/7/2023 0:00,Online,VP039957,Kinloch,PH43,Scotland,Scotland,01JZ3NC57N8W26E4AGY4ABYB4B,High-Top Leather Boots,Clothing , Footwear,Boots,99.99,29.997,10,0.04
FGN-910646,2/6/2023 0:00,In-Store,VS020667,Kinloch,PH43,Scotland,Scotland,01JZ3N5BRKGB59RYRPZKP5J9PE,Animal Paw Print Soap Dispenser,Home,Home,Home Organization,16.99,5.097,3,0.03
FGP-696357,9/24/2024 0:00,Online,JR084587,Glasgow,G4,Scotland,Scotland,01JZ3NC59Z26CSJ3HV8B70XBXT,Toasted Coconut Granola,Food , Breakfast,Granola/Cereal,4.99,1.497,1,0.14
FGS-544092,8/12/2023 0:00,Online,NB042671,Glasgow,G4,Scotland,Scotland,01JZ3N5AEZMBAXSWZTXTRS06KT,Casual Cropped Sweater,Clothing , Sweaters,Sweaters,39.14,11.497,18,0.27
FHP-284574,6/26/2024 0:00,In-Store,TW029209,Burnside,EH52,Scotland,Scotland,01JZ3NCBGEYYAHS2N40TP33Y0P,Almond Milk Yogurt,Food , Dairy Alternatives,Plant-Based Yogurt,2.99,0.597,18,0.15
FIY-507476,10/25/2023 0:00,In-Store,DD079461,Edinburgh,EH9,Scotland,Scotland,01JZ3NR19HV1681RN5K4K7BMDG,Italian Sausage Links,Food , Meat & Poultry,Meat Products,5.24,2.146,11,0
FKE-655813,6/16/2024 0:00,In-Store,PS072484,Aberdeen,AB39,Scotland,Scotland,01JZ3N59PBATZ0S2YKZNWZP94J,Smartphone Camera Lens Kit,Photography,Photography,Camera Accessories,19.99,5.997,2,0.33
FKL-738228,12/21/2024 0:00,In-Store,VZ013231,Milton,AB56,Scotland,Scotland,01JZ3N56HFTE775PPJ6A4DC45C,Belted Trench Coat,Clothing , Outerwear,Coats,89.99,26.997,16,0.06
FKN-812681,2/28/2024 0:00,Online,CI063538,Newton,IV1,Scotland,Scotland,01JZ3NC6079HY62KDP03CNX8NF,Safety Pin Dispenser,Office,Office,Office Supplies,5.99,1.797,5,0.19
FLO-632585,6/5/2024 0:00,Online,NV075312,Kinloch,PH43,Scotland,Scotland,01JZ3NR70PXFAY6X8HY9ENFHBA,Cocktail Shaker Set,Kitchen,Kitchen,Barware,29.99,11.996,11,0.25
FLY-009935,12/20/2024 0:00,Online,MG006726,Aberdeen,AB39,Scotland,Scotland,01JZ3NT0W7CS0W3AFK08D40KY0,White Rice,Food , Grains,Rice,1.49,0.596,13,0.09
FMG-133367,2/15/2023 0:00,In-Store,PD039339,Burnside,EH52,Scotland,Scotland,01JZ3NTE76G1VCKDBJ5XDF5FGS,Bluetooth Car Adapter,Automotive,Automotive,Automotive Accessories,24.14,9.496,6,0.39
FMH-114736,7/25/2023 0:00,In-Store,OJ080479,Newton,IV1,Scotland,Scotland,01JZ3NT99KHFFB6EZNG8NDMA2R,Handcrafted Wooden Jewelry Box,Accessories,Accessories,Jewelry Storage,39.14,15.496,20,0.17
FMT-363530,7/9/2024 0:00,In-Store,WM079673,Tullich,AB55,Scotland,Scotland,01JZ3NC9R8GMG6CZVVHHFWKNFD,Creamy Coleslaw Mix,Food , Produce,Condiments,3.39,0.717,14,0
FND-564047,1/5/2025 0:00,In-Store,WE022231,Milton,AB56,Scotland,Scotland,01JZ3NRA19FEQVBV58RSDVCZXM,Lemon Garlic Shrimp,Food , Seafood,Prepared Seafood,10.41,4.596,2,0.15
FOJ-935265,1/28/2025 0:00,In-Store,TV097382,Milton,AB56,Scotland,Scotland,01JZ3NSYHSGQ83PTBKHDNB40TZ,Spinach and Ricotta Ravioli,Food , Pasta,Pasta,7.91,3.596,5,0.17
FPN-767859,11/6/2023 0:00,Online,RH078718,Edinburgh,EH9,Scotland,Scotland,01JZ3N52B9GDV354KE3XTD1V7Y,LED Desk Lamp with USB Charging,Office,Office,Lighting,38.99,11.447,2,0.02
FPW-395327,4/28/2024 0:00,In-Store,VX097799,Edinburgh,EH9,Scotland,Scotland,01JZ3NC5WK5HESVSX6G4Z99S4J,Comfort Flats,Clothing , Shoes,Casual Footwear,44.99,13.497,9,0.22
FPY-494629,8/9/2023 0:00,In-Store,VC006185,Edinburgh,EH9,Scotland,Scotland,01JZ3NTHEAYPNP1GQGM7FAQDN0,Almond Joy Munch Bars,Food , Snacks,Healthy Snacks,0.54,0.056,3,0.1
FRR-770538,12/28/2023 0:00,In-Store,LS003096,Tullich,AB55,Scotland,Scotland,01JZ3N5798BPVQ45PMP141CQ1P,Free-Range Eggs,Food , Dairy,Eggs,3.14,0.697,7,0.18
FSN-039275,1/18/2023 0:00,In-Store,OI099024,Tullich,AB55,Scotland,Scotland,01JZ3NTGS7W8JHYWMTG6VA56KW,Carrot Ginger Soup,Food , Soups,Vegetarian Soups,3.44,1.216,9,0.38
FTP-501982,4/8/2023 0:00,In-Store,LZ099384,Glasgow,G4,Scotland,Scotland,01JZ3N5A1H925Z7F0M2ZV53NSZ,Multi-Function Smartphone Holder,Electronics,Electronics,Mobile Accessories,12.14,3.397,8,0.35
FUF-498061,6/19/2024 0:00,In-Store,AI086285,Newton,IV1,Scotland,Scotland,01JZ3N50JD9JWZTZN2CWJ59MW1,Herb Seasoned Rice,Food , Sides,Rice,2.99,0.897,6,0.33
FUH-165103,4/24/2023 0:00,In-Store,KF073024,Aberdeen,AB39,Scotland,Scotland,01JZ3NC4NAGEEHSY4BS5DB2M2F,French Onion Dip,Food , Condiments,Dips & Spreads,2.14,0.397,6,0.18
FUT-114502,12/4/2024 0:00,Online,AH075428,Kirkton,KW10,Scotland,Scotland,01JZ3NC7RGM9RQXT677E7NSHZV,Garlic Butter Shrimp,Food , Seafood,Frozen Seafood,8.99,2.697,5,0.35
FVE-735398,4/26/2024 0:00,Online,SB024310,Aberdeen,AB39,Scotland,Scotland,01JZ3NR3C4HBQGK74DAKRS4YJV,Sliced Ham,Food , Meat,Processed Meats,5.49,2.196,6,0.24
FWF-149106,2/11/2025 0:00,In-Store,EZ016172,Kirkton,KW10,Scotland,Scotland,01JZ3NT2ECSKNWMSY7TYN5JEJ8,Watercolor Brush Pens,Art Supplies,Art Supplies,Markers & Pens,21.41,8.996,11,0.11
FWI-948592,10/3/2024 0:00,Online,TG062645,Glasgow,G4,Scotland,Scotland,01JZ3NTDR5P43P7KC88HYK6B5S,Tailgating Set,Outdoor,Outdoor,Outdoor Recreation,90.99,35.996,1,0.18
FWK-093764,6/8/2023 0:00,In-Store,OH052826,Newton,IV1,Scotland,Scotland,01JZ3NCF850768J36QNQ343VSS,Electric Hot Water Dispenser,Kitchen,Kitchen,Small Appliances,59.14,17.497,5,0.28
FXH-458025,6/12/2024 0:00,Online,AB038835,Aberdeen,AB39,Scotland,Scotland,01JZ3N5BZVK5QD2VHX6A87VPPH,Sushi Rice,Food , Grains,Specialty Rice,3.99,1.197,13,0.23
FXW-549728,12/8/2023 0:00,Online,NS010036,Kinloch,PH43,Scotland,Scotland,01JZ3N58YFK8TDKE8A5786MBRY,Induction Cooktop,Kitchen,Kitchen,Cooking Appliances,89.99,26.997,19,0.07
FXZ-088678,5/7/2023 0:00,In-Store,QD064688,Aberdeen,AB39,Scotland,Scotland,01JZ3NC4EH0H9THYTPFRW0WFGX,Hiking Water Bottle with Filter,Outdoor,Outdoor,Outdoor Accessories,29.99,8.997,11,0.05
FYG-747102,8/24/2024 0:00,In-Store,JK054984,Newton,IV1,Scotland,Scotland,01JZ3NC4KA47PJ0D6YK46ZS0DW,Gardening Gloves,Garden,Garden,Garden Tools,15.99,4.797,5,0.12
FYL-369240,7/28/2024 0:00,Online,WP022841,Milton,AB56,Scotland,Scotland,01JZ3NC7S1W636HCWVPAZG25HQ,Marinara Sauce,Food , Condiments,Sauces,3.49,1.047,14,0.01
FYT-651932,4/5/2023 0:00,In-Store,ZT038141,Edinburgh,EH9,Scotland,Scotland,01JZ3N51HZFAPT11C6BAWW9S66,Portable SSD,Storage,Storage,Storage Devices,128.99,38.447,17,0.35
FYU-524523,8/20/2024 0:00,In-Store,FG094679,Burnside,EH52,Scotland,Scotland,01JZ3N55992V3EVB7V6CYQWTF2,Travel Orthopedic Pillow,Travel,Travel,Travel Accessories,24.99,7.497,15,0.2
FZK-010637,1/1/2023 0:00,Online,DJ065927,Milton,AB56,Scotland,Scotland,01JZ3NQZK7YH2P6M47E6DA3ZR2,Silicone Baking Mat,Kitchen,Kitchen,Baking Accessories,15.14,5.896,4,0.28
FZS-389271,8/27/2023 0:00,In-Store,CT082216,Burnside,EH52,Scotland,Scotland,01JZ3N55S4ACKEZ0KF7BJ1KG2F,Casual Sneakers,Clothing , Footwear,Athletic Footwear,38.99,11.447,4,0.28
GAR-411467,2/16/2025 0:00,In-Store,QZ098914,Milton,AB56,Scotland,Scotland,01JZ3NQZ9KB5S5AQNW927YTPH5,Oven Thermometer,Kitchen,Kitchen,Cooking Tools & Utensils,13.41,5.796,3,0.02
GBI-974429,2/3/2024 0:00,In-Store,AH043184,Kinloch,PH43,Scotland,Scotland,01JZ3N55P5TN4P8G8MJ6AHQ8JQ,Multi-Port USB Hub,Electronics,Electronics,Computer Accessories,19.99,5.997,5,0.3
GBT-388563,3/22/2025 0:00,In-Store,AM087505,Kinloch,PH43,Scotland,Scotland,01JZ3NTDN84EYNEQX90VF3JYFC,Beef Enchilada Casserole,Food , Prepared Meals,Casseroles,10.41,4.596,16,0
GDC-841667,11/26/2024 0:00,Online,IV014356,Edinburgh,EH9,Scotland,Scotland,01JZ3NC45YJSK7J3NGS3M735ZA,Raspberry Vanilla Greek Yogurt,Food , Dairy,Flavored Yogurt,3.49,1.047,4,0
GDD-863246,10/31/2024 0:00,In-Store,CI029431,Aberdeen,AB39,Scotland,Scotland,01JZ3N55KKMZ5E03M2JK0DCAYK,Field Journal,Books,Books,Journals,14.99,4.497,8,0.35
GDJ-643703,1/20/2025 0:00,Online,VC082663,Burnside,EH52,Scotland,Scotland,01JZ3NQZGM9X9PTNAMQTDNQDJ1,Puzzle Game Set,Toys,Toys,Board Games,36.41,14.996,8,0.12
GDL-370379,7/17/2023 0:00,In-Store,HT072634,Newton,IV1,Scotland,Scotland,01JZ3NR6FM947MW625MYESED0R,Asian Stir-Fry Kit,Food , Frozen Meals,Frozen Asian Meals,4.74,1.946,3,0
GDM-871700,6/7/2024 0:00,Online,IC037857,Newton,IV1,Scotland,Scotland,01JZ3NSZQH4ADQCFV52D8YR186,Outdoor Mosquito Repellent Lantern,Outdoor,Outdoor,Garden Supplies,34.99,13.996,7,0.36
GDV-658103,3/1/2023 0:00,In-Store,YH085602,Glasgow,G4,Scotland,Scotland,01JZ3N57QRVTB4J02X408GHC2R,Adjustable Kitchen Broom Stand,Home,Home,Kitchen Accessories,14.14,3.997,18,0.03
GFC-867826,11/29/2023 0:00,Online,OG060934,Edinburgh,EH9,Scotland,Scotland,01JZ3NTEHKCDAVMNKF3EWJYF77,Almond Flour Cookies,Food , Bakery,Gluten-Free Treats,4.24,1.746,13,0.05
GGE-369480,4/21/2024 0:00,In-Store,LZ016012,Newton,IV1,Scotland,Scotland,01JZ3N50DGF8T70K4SN0233WT4,Adjustable Height Standing Desk Converter,Office,Office,Furniture,89.99,26.997,1,0.04
GGR-377029,8/15/2024 0:00,Online,IR090467,Tullich,AB55,Scotland,Scotland,01JZ3N59M4VVFW7YNABVMB5V0M,Mini Food Processor,Kitchen,Kitchen,Food Preparation Tools,39.99,11.997,8,0.38
GGY-322652,7/10/2024 0:00,In-Store,FV080737,Milton,AB56,Scotland,Scotland,01JZ3N510MQ4KXP7XG6FWXXN01,Colorful Post-It Notes Set,Office,Office,Office Supplies,9.99,2.997,18,0.27
GHC-754853,3/27/2025 0:00,Online,WG067728,Kirkton,KW10,Scotland,Scotland,01JZ3NCDS9HYZP7QF371CQWWS0,Chia Seeds,Food , Grains,Superfoods,8.41,3.097,9,0
GHN-338390,7/11/2024 0:00,In-Store,IG072578,Milton,AB56,Scotland,Scotland,01JZ3NTN2CVFC57QTXD9F0AS8F,High-Speed HDMI Cable,Electronics,Electronics,Cables & Accessories,12.99,5.196,7,0.06
GIE-078294,10/15/2023 0:00,In-Store,YR000590,Glasgow,G4,Scotland,Scotland,01JZ3N508MF8VK9CBCHRZ18QYV,Spicy Avocado Salsa,Food , Condiments,Salsas,3.49,0.797,3,0.14
GIG-683757,6/15/2024 0:00,In-Store,JA071946,Burnside,EH52,Scotland,Scotland,01JZ3NCC70Z2R2F4EXCDGYAT5K,LED Desk Lamp,Home,Home,Lighting & Lamps,35,10.5,10,0
GIX-637236,2/10/2025 0:00,In-Store,AI086285,Edinburgh,EH9,Scotland,Scotland,01JZ3NR49PNQVTK6QH1A81RTN9,Linen Trousers,Clothing , Bottoms,Trousers,46.41,18.996,11,0.05
GKT-317243,1/25/2025 0:00,Online,QJ086664,Glasgow,G4,Scotland,Scotland,01JZ3NTE0WKV3KV5DZG1RJW9PS,Mini Cordless Vacuum Cleaner,Home Appliances,Home Appliances,Floor Care Appliances,47.41,19.396,7,0.06
GLJ-537221,10/25/2023 0:00,Online,ZK023557,Kirkton,KW10,Scotland,Scotland,01JZ3NR5F40ME2FKPM62D7NY03,Fitbit Activity Tracker,Fitness,Fitness,Wearable Technology,99.14,39.496,15,0.15
GMG-048991,11/2/2024 0:00,Online,QJ084755,Kirkton,KW10,Scotland,Scotland,01JZ3N5C2EB7MTZZYJMR2ZK923,Sunflower Seeds,Food ,Food ,Seeds & Nuts,2.99,0.897,5,0
GMZ-740659,10/17/2024 0:00,Online,RB058689,Kirkton,KW10,Scotland,Scotland,01JZ3NT8WWGJQBAC3MR3NZHYY1,Cauliflower Pizza Crust,Food , Frozen Foods,Frozen Pizza Crusts,5.99,2.396,17,0.27
GNG-567570,2/12/2025 0:00,In-Store,ZT038141,Milton,AB56,Scotland,Scotland,01JZ3NTBG43WRAGV04SZS36HVM,Fitness Activity Journal,Fitness,Fitness,Health & Wellness Tools,16.41,6.996,20,0.16
GNK-636596,12/16/2024 0:00,Online,LH043536,Milton,AB56,Scotland,Scotland,01JZ3N53W2SY99S9P3ZMAJBNR4,Wildflower Honey,Food , Condiments,Syrups,4.99,1.497,20,0.33
GNM-347400,1/24/2023 0:00,In-Store,UF016951,Glasgow,G4,Scotland,Scotland,01JZ3NSWA8BWVV9TH7NECS08N9,Smoked Gouda Cheese,Food , Dairy,Cheese,4.64,1.696,7,0.11
GOI-154426,12/8/2023 0:00,In-Store,WO082294,Kinloch,PH43,Scotland,Scotland,01JZ3NTHEAYPNP1GQGM7FAQDN0,Almond Joy Munch Bars,Food , Snacks,Healthy Snacks,0.64,0.306,9,0.01
GOY-381955,6/11/2024 0:00,Online,ZF098306,Milton,AB56,Scotland,Scotland,01JZ3NCB39P387B0FKST4RDJWP,Eggs (dozen),Food , Dairy,Eggs,3.99,0.897,5,0.09
GPH-331037,7/12/2024 0:00,Online,KB037055,Milton,AB56,Scotland,Scotland,01JZ3N58XWB151BAX3JP49EZ9C,Instant Pot,Kitchen,Kitchen,Cooking Appliances,89.99,26.997,5,0.12
GPX-624804,3/12/2023 0:00,In-Store,MF006009,Kirkton,KW10,Scotland,Scotland,01JZ3NCBEMP8K4MV0Q4768XQ1X,Sweet and Sour Sauce,Food , Condiments,Sauces,2.04,0.587,10,0.08
GQQ-559370,10/19/2023 0:00,Online,VM070549,Newton,IV1,Scotland,Scotland,01JZ3NRA0M8ZYVS24Z24HRJEW1,Flavored Instant Oatmeal,Food , Breakfast,Instant Breakfast,2.24,0.946,14,0.06
GQY-983111,2/15/2025 0:00,In-Store,OO034407,Newton,IV1,Scotland,Scotland,01JZ3NC4KVJFZ6RST3FBJQD7ZS,Kombucha Drink,Food , Beverages,Health Drinks,3.49,1.047,2,0.37
GSA-350201,4/7/2024 0:00,Online,VN016029,Newton,IV1,Scotland,Scotland,01JZ3NC7H398R53M2QYSQK70FR,Stainless Steel Cutlery Set,Kitchen,Kitchen,Cutlery,29.99,8.997,1,0.16
GSP-290357,1/2/2025 0:00,In-Store,CY070612,Kirkton,KW10,Scotland,Scotland,01JZ3NRA23JAGBH44BW5RPJQ1Q,Oven-Baked Parmesan Zucchini,Food , Frozen Vegetables,Frozen Veggie Snacks,6.41,2.996,1,0.09
GST-694209,12/16/2024 0:00,Online,TA075580,Kinloch,PH43,Scotland,Scotland,01JZ3NR3YF0JKRAZDYKM5JMJ3P,Sporty Leggings,Clothing , Activewear,Fitness Apparel,39.99,15.996,18,0
GTA-029741,10/31/2024 0:00,Online,TA007457,Edinburgh,EH9,Scotland,Scotland,01JZ3N53KJEBVF4YQHG9P971C1,Foldable Electric Scooter,Outdoor,Outdoor,Outdoor Accessories,349.99,104.997,14,0.22
GTG-129367,2/11/2025 0:00,Online,NS050281,Burnside,EH52,Scotland,Scotland,01JZ3NSYT9K9SD186ESMJ7N0SX,Cabbage,Food , Produce,Vegetables,2.71,1.516,8,0.02
GTN-307714,5/1/2024 0:00,In-Store,OA021360,Aberdeen,AB39,Scotland,Scotland,01JZ3N5ATP1FK9MNJ0T01D40VR,Garlic Naan Bread,Food , Bakery,Breads,3.99,1.197,12,0.39
GTQ-233693,6/30/2023 0:00,In-Store,TC035481,Kirkton,KW10,Scotland,Scotland,01JZ3NR2QSK8TSZDXPHYCYRMP7,Luxury Memory Foam Mattress Topper,Home,Home,Bedding & Linens,129.24,51.746,18,0.08
GTT-340499,1/16/2023 0:00,Online,XD031860,Kirkton,KW10,Scotland,Scotland,01JZ3N57B0X4WCF0W2D0G62R28,Maple Bacon Popcorn,Food , Snacks,Savory Snacks,2.64,0.547,18,0.31
GUR-203700,12/7/2024 0:00,Online,XK072439,Kirkton,KW10,Scotland,Scotland,01JZ3NR92GDEJN6XCXDT3XF2Z1,Oven Mitts with Pocket,Kitchen,Kitchen,Cooking Tools & Utensils,20.99,7.996,17,0.09
GUT-683927,3/17/2023 0:00,Online,EV036539,Edinburgh,EH9,Scotland,Scotland,01JZ3NTD3747BPA9MC7TGRV8SV,Home Office Chair,Furniture,Furniture,Office Furniture,199.24,79.746,1,0.06
GVB-977402,12/30/2024 0:00,In-Store,LH034480,Aberdeen,AB39,Scotland,Scotland,01JZ3N529DT4GY4VV223EADGJZ,Electric Fondue Pot,Kitchen,Kitchen,Small Appliances,39.99,11.997,1,0.09
GXA-075332,1/7/2024 0:00,Online,ON076441,Milton,AB56,Scotland,Scotland,01JZ3N5127MA9SZ1Q03R14VSK5,Savory Quinoa Pudding,Food , Sides,Grains,2.99,0.897,4,0.36
GXC-022667,10/27/2024 0:00,Online,TJ065170,Edinburgh,EH9,Scotland,Scotland,01JZ3NCH3K4AKWNYRN7AYY280B,Desk Organizer Set,Office,Office,Office Supplies,29.99,8.997,6,0.38
GXQ-215313,5/26/2023 0:00,In-Store,QP093451,Kinloch,PH43,Scotland,Scotland,01JZ3N519A0M9FH6ZKFDE0PTNN,Organic Almond Flour,Food , Baking,Flours & Meals,5.99,1.547,9,0
GYU-034300,7/31/2024 0:00,Online,RO040855,Burnside,EH52,Scotland,Scotland,01JZ3NCH0TV9XB0N7JV76JYJZS,Desk Lamp with USB Port,Office,Office,Lighting,30.99,8.997,8,0.1
